,total words per comment,frequency of large words per comment,Simpson,Sichel,Average sentence length per comment,Frequency of used punctuation per comment,Frequency of repeated occurrence of whitespace per comment,Number of grammar mistakes per comment,Uppercase word usage per comment,Ease reading for the content,Gunning Fog value for the content
843,197,37,0.06310138923588543,0.005641748942172073,82.47058823529412,32,0,4,52,50.7,15.07
844,51,9,0.0666939443535188,0.015915119363395226,93.5,17,1,5,11,32.15,20.4
845,51,8,0.06398365316275763,0.011904761904761904,111.33333333333333,13,0,2,10,69.4,14.64
846,52,3,0.06765279211099644,0.012345679012345678,53.0,11,1,5,16,63.25,12.3
847,50,8,0.062450985099470245,0.022598870056497175,70.0,9,0,2,18,64.7,14.4
848,131,21,0.06689419304430771,0.01312910284463895,75.25,25,0,3,41,55.75,15.01
849,87,15,0.06264549647406455,0.017133956386292833,106.16666666666667,20,1,4,25,48.5,15.46
850,52,7,0.06592797783933518,0.019390581717451522,119.66666666666667,16,0,3,21,52.15,16.28
851,61,10,0.05723533591221284,0.006276150627615063,94.8,21,0,7,22,41.85,16.61
852,69,12,0.06454950294633617,0.013539651837524178,63.75,14,0,4,21,51.5,16.77
853,65,10,0.0653860680947499,0.016241299303944315,107.0,11,0,4,16,58.7,14.53
854,92,10,0.07111274039817268,0.006711409395973154,118.4,14,0,4,27,62.15,13.01
855,67,9,0.07039237503411502,0.011441647597254004,72.0,14,0,2,19,69.35,11.64
856,74,10,0.06465393304579996,0.005545286506469501,134.5,19,0,5,20,48.2,15.11
857,50,6,0.064067956583294,0.015337423312883436,162.5,9,0,4,13,56.05,16.33
858,102,12,0.07098220002561145,0.01167883211678832,84.75,25,0,7,34,60.1,14.86
859,52,3,0.0623554859401805,0.018292682926829267,108.66666666666667,11,0,2,17,63.25,12.3
860,117,19,0.06742671733671134,0.012956419316843345,140.66666666666666,23,0,3,30,43.5,18.74
861,60,6,0.06537736422793894,0.017241379310344827,80.4,13,0,4,13,56.85,14.13
862,121,18,0.06907427410328765,0.012987012987012988,105.0,24,1,5,39,57.4,15.52
863,68,12,0.06789694169854123,0.006097560975609756,81.16666666666667,19,0,6,22,51.7,14.52
864,201,30,0.06464266944637213,0.0034770514603616135,101.78571428571429,42,0,7,66,52.05,14.68
865,66,8,0.0642575159429092,0.02696629213483146,54.75,15,0,2,22,66.4,12.41
866,143,21,0.06579405198938162,0.004940711462450593,100.3,30,1,9,44,42.7,16.85
867,105,18,0.06665429902768533,0.006738544474393531,60.916666666666664,21,0,2,35,59.35,13.8
868,54,18,0.06377949535844271,0.010101010101010102,123.0,16,0,6,14,4.05,24.24
869,153,20,0.06384220354808592,0.0065298507462686565,75.64285714285714,33,0,10,50,62.9,11.78
870,52,7,0.07228991929102707,0.008426966292134831,88.25,9,0,2,11,61.7,12.89
871,137,16,0.06634171947058604,0.00782122905027933,88.6,22,0,4,41,68.05,12.01
872,53,10,0.06502927124688782,0.012953367875647668,63.5,16,0,7,13,41.1,15.84
873,83,8,0.06552962298025135,0.012567324955116697,78.71428571428571,16,0,3,20,60.9,12.75
874,86,7,0.07013948878665516,0.012797074954296161,108.6,15,0,7,18,53.4,16.99
875,73,10,0.06424048096192386,0.014,82.5,12,0,4,21,56.65,12.55
876,85,11,0.06253987220641398,0.012718600953895072,77.75,25,0,4,22,56.75,13.78
877,60,6,0.06949239227720239,0.015151515151515152,98.25,20,0,5,8,59.7,11.33
878,83,14,0.06531314722441,0.0034129692832764505,72.375,16,1,4,24,49.3,14.75
879,71,15,0.06381182610030314,0.015655577299412915,101.4,15,0,2,22,49.0,14.74
880,110,15,0.06405633123085483,0.0038809831824062097,76.4,21,0,5,35,57.85,13.13
881,113,11,0.06723565670934094,0.005398110661268556,147.4,18,0,2,36,52.3,16.46
882,72,14,0.06562030500046534,0.012750455373406194,109.0,16,0,2,20,42.75,15.2
883,167,20,0.0593837766776526,0.00699912510936133,80.71428571428571,56,0,23,56,61.9,11.35
884,72,14,0.06782809442270057,0.01171875,84.5,10,1,3,25,45.15,17.58
885,139,23,0.0586629181933599,0.006493506493506494,97.0909090909091,43,0,17,43,45.6,17.03
886,94,9,0.05914774880292122,0.018808777429467086,62.9,22,1,7,28,61.6,12.63
887,68,8,0.06230882723379755,0.012711864406779662,77.83333333333333,18,0,5,21,57.7,15.04
888,109,15,0.06684337751104445,0.01032258064516129,96.0,24,0,5,34,50.65,17.92
889,97,9,0.0688528373537264,0.016181229773462782,76.375,18,0,4,26,68.45,11.44
890,74,11,0.06600300217321493,0.013513513513513514,128.75,19,0,3,20,44.5,15.51
891,58,7,0.06401651333506486,0.010443864229765013,127.0,13,0,4,14,55.4,14.62
892,53,2,0.07186333179888493,0.008746355685131196,85.0,15,0,1,14,67.25,10.6
893,82,5,0.05933926226214822,0.01730103806228374,95.5,30,0,2,19,55.15,12.31
894,110,22,0.07474077483282347,0.005813953488372093,171.2,13,0,1,42,29.3,21.89
895,61,16,0.06249133749133749,0.014553014553014554,95.4,10,1,2,18,36.0,19.23
896,51,10,0.055528730082085954,0.013729977116704805,437.0,16,0,1,20,-22.11,33.6
897,205,38,0.06854523402224046,0.0027247956403269754,85.41176470588235,33,1,4,63,56.05,14.88
898,80,12,0.06639509852624609,0.01090909090909091,136.75,15,0,2,27,54.7,16.0
899,83,10,0.06337912538996222,0.006611570247933884,100.0,16,0,1,23,55.05,14.19
900,102,22,0.06298302636330805,0.010243277848911651,96.75,22,0,4,43,36.7,16.82
901,140,25,0.06545033924717651,0.0056657223796034,87.33333333333333,35,0,4,45,43.15,15.6
902,54,12,0.06339727110935336,0.01282051282051282,96.75,7,0,0,17,49.5,15.77
903,142,19,0.07390404195908142,0.009268795056642637,87.36363636363636,31,0,1,39,55.95,13.05
904,151,32,0.07153225019516002,0.0078064012490242,115.36363636363636,47,69,73,56,3.15,18.95
905,83,15,0.06861156131820637,0.0048543689320388345,122.8,16,0,3,23,46.4,15.8
906,116,20,0.061791767554479425,0.006053268765133172,90.88888888888889,20,0,0,38,55.95,14.82
907,68,9,0.06511000575586538,0.010351966873706004,79.66666666666667,15,0,4,24,51.8,15.23
908,83,9,0.06579395654794665,0.0108499095840868,109.8,18,0,2,23,63.95,13.87
909,136,24,0.06190738463877933,0.011549566891241578,93.54545454545455,34,0,4,50,37.7,15.73
910,190,22,0.06564564739012149,0.0024937655860349127,85.0,44,0,5,51,66.95,11.33
911,57,6,0.05163844573812539,0.0069124423963133645,61.142857142857146,25,1,3,20,38.15,17.42
912,76,5,0.06551813026293175,0.015122873345935728,87.33333333333333,19,0,2,25,44.0,17.6
913,98,13,0.06427332401060651,0.0027624309392265192,89.625,41,0,4,34,15.0,27.95
914,53,5,0.0639387760115962,0.019801980198019802,100.25,15,0,2,18,43.85,13.62
915,110,15,0.06778981964363322,0.009114583333333334,108.85714285714286,20,0,3,26,50.55,13.5
916,77,14,0.06745612609684758,0.003676470588235294,76.85714285714286,10,0,1,27,50.2,17.59
917,64,8,0.0651125958921059,0.015555555555555555,63.42857142857143,10,0,0,18,65.6,11.14
918,62,4,0.0634701444828027,0.015151515151515152,78.4,19,0,2,16,65.05,12.01
919,56,5,0.06488368412723532,0.02247191011235955,88.25,10,0,0,18,60.7,12.74
920,50,14,0.05738038683406855,0.0166270783847981,139.66666666666666,14,0,1,23,22.9,21.88
921,61,9,0.06358269290061777,0.014319809069212411,83.0,9,0,0,19,53.55,15.3
922,82,10,0.06279897916790314,0.010327022375215147,63.666666666666664,24,0,2,24,57.15,12.0
923,69,9,0.06353865711313997,0.01568627450980392,126.75,11,0,0,19,45.7,16.2
924,65,12,0.06225549778862751,0.022573363431151242,110.0,12,0,2,20,52.55,17.6
925,50,3,0.07561348549265309,0.012195121951219513,81.25,8,0,1,16,62.2,13.8
926,56,11,0.06564495530012772,0.022167487684729065,100.75,8,0,0,18,44.3,18.19
927,50,5,0.06831241572450991,0.01607717041800643,61.4,8,0,0,17,70.55,11.2
928,80,10,0.065968768970461,0.010771992818671455,78.71428571428571,15,0,7,24,52.85,15.4
929,143,39,0.06458416294264269,0.006008583690987125,144.75,27,0,4,47,27.55,18.91
930,57,9,0.05878941968865694,0.02358490566037736,84.0,14,0,1,16,54.55,13.44
931,131,26,0.06875483639975516,0.0053705692803437165,92.2,23,0,1,33,49.9,16.23
932,72,11,0.06161550987802254,0.010507880910683012,80.71428571428571,20,0,2,22,36.9,17.43
933,60,8,0.0639212939657248,0.02336448598130841,70.5,17,0,1,17,53.85,14.67
934,71,6,0.07128533279588857,0.017937219730941704,88.4,9,0,0,23,66.35,12.44
935,111,18,0.06872254360401898,0.006016847172081829,103.0,17,0,1,29,49.1,17.09
936,121,18,0.06371854256568615,0.011481056257175661,108.0,31,0,7,35,47.9,14.64
937,51,6,0.06049342494965051,0.02717391304347826,91.25,17,0,2,16,46.0,15.43
938,51,5,0.06437812661721579,0.01466275659824047,113.0,8,0,2,15,46.0,17.0
939,122,17,0.06469597973198211,0.005889281507656066,105.25,20,0,2,42,47.9,15.3
940,85,13,0.06707760109582514,0.013793103448275862,82.0,15,1,1,30,62.6,12.84
941,97,14,0.06966328580161431,0.004322766570605188,85.875,14,1,2,29,43.25,17.11
942,66,5,0.0660230091523394,0.016166281755196306,85.8,9,0,1,19,58.2,13.87
943,79,9,0.0672781084333431,0.016216216216216217,68.5,22,0,2,29,58.95,13.07
944,57,4,0.06307960120272195,0.011235955056179775,118.0,9,0,2,17,61.85,13.91
945,56,9,0.06705559181897301,0.013020833333333334,95.25,12,0,1,17,60.7,13.46
946,56,7,0.06415427677440641,0.013824884792626729,86.0,18,0,2,16,31.45,15.6
947,93,15,0.06369116041845774,0.009316770186335404,91.14285714285714,24,0,3,22,61.4,12.63
948,76,5,0.06587480374086968,0.02529182879377432,102.0,14,0,2,27,55.7,13.92
949,104,11,0.06812928358980991,0.011363636363636364,63.09090909090909,21,0,2,29,58.45,11.08
950,130,35,0.06526905275518717,0.00674373795761079,147.42857142857142,21,1,2,45,32.7,19.44
951,61,7,0.06510319770623126,0.016355140186915886,142.0,19,0,5,24,59.4,14.64
952,58,7,0.06646737681220438,0.023809523809523808,93.75,8,0,1,16,60.2,14.77
953,52,7,0.060385287366822346,0.014319809069212411,104.0,18,0,2,12,39.85,18.46
954,204,31,0.07030455002697068,0.004878048780487805,118.66666666666667,35,1,4,62,50.35,17.01
955,89,10,0.06474356195265758,0.019736842105263157,100.5,20,0,3,27,56.9,16.11
956,122,17,0.06191953666356397,0.006818181818181818,87.1,27,0,2,48,47.7,17.27
957,76,14,0.06846234937749371,0.0036496350364963502,90.5,16,0,1,26,44.65,15.67
958,58,5,0.06299992715087055,0.01078167115902965,123.0,8,0,0,19,61.25,16.0
959,68,9,0.06827300688583562,0.009216589861751152,107.75,21,0,2,23,42.0,14.75
960,162,24,0.06795487117954874,0.0018248175182481751,72.13333333333334,31,1,4,45,56.35,12.65
961,67,10,0.0623352879968103,0.019823788546255508,64.0,17,0,1,23,63.5,11.64
962,117,18,0.0654340769957681,0.012865497076023392,170.2,20,0,1,44,27.9,21.67
963,54,8,0.06584633413901707,0.005405405405405406,91.75,9,0,1,13,61.2,12.81
964,74,10,0.06721804511278195,0.01680672268907563,52.0,15,0,0,26,75.8,9.65
965,73,10,0.054508472944348144,0.010398613518197574,95.33333333333333,26,0,3,19,42.55,16.8
966,64,3,0.07065126402142978,0.01652892561983471,44.5,10,0,3,21,83.15,7.39
967,51,6,0.06141156261106505,0.010869565217391304,51.714285714285715,15,0,1,19,66.2,10.46
968,68,11,0.06122645290581163,0.01,70.57142857142857,18,0,2,26,60.35,11.64
969,197,44,0.062166542451881565,0.0026972353337828725,105.0,38,0,5,68,48.9,17.01
970,77,15,0.06113793911123736,0.00946372239747634,126.0,25,0,3,28,32.0,20.71
971,85,7,0.0591800356506239,0.017825311942959002,45.833333333333336,30,0,2,28,64.1,9.42
972,112,13,0.06990506844850067,0.00390625,84.44444444444444,25,0,6,33,56.0,15.69
973,52,3,0.05058635394456289,0.008928571428571428,167.5,36,0,18,20,66.25,14.25
974,84,13,0.06020559743358776,0.0056179775280898875,117.83333333333333,34,0,5,30,18.6,21.73
975,65,12,0.06204457989021078,0.008830022075055188,112.5,12,0,3,22,52.55,15.14
976,68,4,0.06715704060428143,0.01639344262295082,141.66666666666666,15,0,2,17,63.7,13.2
977,103,18,0.06504371065335428,0.007509386733416771,159.0,25,0,5,29,31.35,21.58
978,51,10,0.061121077644540965,0.008403361344537815,88.5,8,0,0,14,56.05,14.53
979,73,9,0.07230126948964813,0.01443298969072165,80.0,11,0,1,22,56.65,12.55
980,169,31,0.06307021307021309,0.004629629629629629,128.7,37,0,2,53,38.45,18.67
981,52,0,0.06865148019992313,0.006920415224913495,57.0,11,0,0,15,90.95,7.51
982,165,23,0.06552984868532236,0.004971002485501243,91.92307692307692,40,0,8,57,43.35,13.52
983,59,9,0.06874884707618523,0.009592326139088728,68.66666666666667,8,0,1,19,57.05,13.53
984,191,25,0.06679653892866909,0.00723589001447178,124.27272727272727,35,3,3,49,41.55,19.51
985,59,10,0.06839724013120689,0.0166270783847981,69.33333333333333,13,0,1,18,53.2,13.41
986,83,12,0.06573474480891252,0.016474464579901153,120.6,15,0,0,28,35.3,22.16
987,64,9,0.06514390322547092,0.015945330296127564,87.0,13,0,1,23,41.7,16.02
988,53,7,0.06061553580202798,0.021798365122615803,91.0,10,0,1,19,42.35,18.9
989,97,14,0.060788403295535365,0.009887005649717515,53.53846153846154,30,0,5,30,54.2,13.0
990,79,17,0.06034720953866184,0.0030581039755351682,130.0,19,0,2,25,13.95,21.08
991,75,14,0.061720029024965053,0.012110726643598616,143.75,25,0,3,20,32.15,21.73
992,53,4,0.06596515439020183,0.01466275659824047,84.5,8,0,1,16,67.25,12.87
993,89,21,0.05674117415272982,0.01634877384196185,72.5,34,0,4,37,30.65,19.85
994,56,7,0.06421320183248862,0.01652892561983471,90.0,13,0,2,13,66.55,12.74
995,101,16,0.06386999244142101,0.003826530612244898,97.125,25,1,4,28,34.6,17.48
996,196,29,0.06441072467660355,0.00812407680945347,83.6875,41,0,5,53,59.6,14.0
997,89,15,0.06314248916988642,0.013675213675213675,64.11111111111111,23,0,5,31,62.1,12.77
998,94,15,0.06405548755609954,0.006191950464396285,106.83333333333333,13,0,3,34,59.0,13.51
999,153,15,0.0650017617707122,0.009727626459143969,72.5,39,0,5,47,60.8,11.57
1000,50,12,0.05813834548011763,0.010101010101010102,98.25,9,0,1,15,50.5,16.2
1001,128,15,0.06642046805712927,0.002364066193853428,83.7,17,0,1,38,73.6,12.0
1002,55,10,0.06765072441190216,0.020356234096692113,77.8,13,0,4,18,55.05,12.07
1003,76,11,0.0692936866320184,0.018556701030927835,120.5,12,0,1,29,61.55,14.44
1004,59,11,0.06480036195000566,0.007125890736342043,69.33333333333333,9,0,1,18,59.05,13.41
1005,67,13,0.05797029457056281,0.014227642276422764,122.25,13,0,1,19,40.7,19.67
1006,50,5,0.0638559148587802,0.025714285714285714,69.2,14,0,1,14,52.15,15.48
1007,157,21,0.06687403619764697,0.007497656982193065,70.2,32,0,8,48,62.6,12.23
1008,95,15,0.06678327718752698,0.011747430249632892,67.2,17,0,1,33,59.35,15.59
1009,63,5,0.06515037593984963,0.01,79.2,13,0,0,18,73.8,10.12
1010,103,8,0.06408931357254288,0.0093603744149766,63.2,18,0,1,41,70.25,9.56
1011,54,6,0.06164903631125119,0.009111617312072893,72.33333333333333,26,1,7,23,43.65,12.81
1012,62,14,0.05997485101962715,0.01279317697228145,57.75,11,0,1,22,52.7,15.09
1013,176,27,0.07079032155015834,0.004842615012106538,81.6,32,2,1,62,50.4,14.59
1014,101,22,0.05537434135608268,0.011406844106463879,97.75,29,0,3,37,26.0,20.42
1015,51,8,0.062867111601927,0.014124293785310734,87.75,9,0,3,15,61.9,10.61
1016,74,13,0.06191804237326256,0.009671179883945842,63.75,14,0,0,25,58.25,13.43
1017,61,10,0.06499562519885461,0.022271714922048998,74.0,13,0,2,22,52.8,12.6
1018,82,13,0.07058397040164624,0.009787928221859706,101.33333333333333,15,0,1,23,43.45,15.24
1019,51,5,0.06864480305396495,0.014705882352941176,112.66666666666667,7,0,0,16,57.7,13.86
1020,147,23,0.07127254173509576,0.0009407337723424271,87.66666666666667,22,0,4,40,49.6,14.88
1021,55,10,0.060878127896200195,0.016826923076923076,103.25,14,0,1,18,49.2,17.16
1022,202,37,0.06330003750989842,0.004761904761904762,90.9375,37,0,5,68,46.2,17.61
1023,148,17,0.06257167386277471,0.013278855975485188,97.0,29,0,1,45,58.3,13.86
1024,88,17,0.06316935836709846,0.0015408320493066256,129.0,17,1,3,22,41.0,16.07
1025,67,6,0.06828529725725987,0.009324009324009324,60.42857142857143,10,0,0,23,70.95,11.6
1026,95,15,0.07123689542339372,0.014084507042253521,105.66666666666667,20,0,2,26,59.2,14.37
1027,80,10,0.06798977913122616,0.016822429906542057,75.57142857142857,22,0,1,29,54.7,14.0
1028,113,12,0.06771767311719128,0.009472259810554804,184.0,16,0,2,32,46.4,19.11
1029,210,26,0.07018422425390548,0.005185185185185185,121.81818181818181,41,0,16,50,59.55,14.88
1030,78,6,0.06074549098196393,0.01,49.2,20,0,1,27,77.7,8.61
1031,62,14,0.06911505624068302,0.010615711252653927,66.42857142857143,10,0,0,23,48.25,13.88
1032,72,11,0.07050440950767788,0.0099601593625498,70.85714285714286,16,0,3,19,56.7,14.98
1033,111,16,0.06547786014826691,0.01488833746898263,160.4,18,0,1,39,34.95,20.77
1034,61,4,0.06172379995285418,0.017412935323383085,99.75,9,0,2,16,59.4,12.68
1035,68,11,0.06412205870982707,0.012422360248447204,120.0,12,0,2,22,46.15,19.08
1036,89,13,0.06620276248877428,0.011608623548922056,49.333333333333336,17,0,3,32,61.45,11.05
1037,52,5,0.05919101062157397,0.013054830287206266,127.0,19,0,2,21,50.0,15.97
1038,108,16,0.07076908002833929,0.006858710562414266,90.25,21,0,3,34,50.85,14.61
1039,157,25,0.06673795520703381,0.008287292817679558,97.81818181818181,25,0,1,50,48.8,15.17
1040,77,14,0.05769535874247917,0.006980802792321117,62.77777777777778,16,0,3,24,57.85,12.19
1041,73,9,0.06533267727297577,0.021321961620469083,66.14285714285714,15,0,2,24,62.5,12.0
1042,56,7,0.05707015630679752,0.017811704834605598,77.8,10,0,2,22,63.5,12.34
1043,58,8,0.05483692248398132,0.014705882352941176,50.125,21,0,3,19,60.55,12.98
1044,87,17,0.06662747603833866,0.004792332268370607,103.5,13,0,0,23,48.5,15.0
1045,97,13,0.06775453838287608,0.007385524372230428,83.75,16,0,0,29,56.75,13.91
1046,81,7,0.07052031395376578,0.0099601593625498,82.83333333333333,13,0,1,25,70.2,11.91
1047,155,11,0.058276587842020555,0.007106598984771574,81.16666666666667,28,0,5,53,67.65,10.84
1048,210,36,0.0624850419008775,0.006068779501011463,105.0,35,0,3,71,53.85,14.95
1049,97,14,0.06685765428843128,0.009887005649717515,87.625,19,0,1,34,45.05,15.97
1050,110,12,0.06584837238292206,0.007978723404255319,93.125,16,0,0,30,55.05,12.79
1051,115,12,0.06267914082483618,0.009259259259259259,93.625,24,0,4,39,64.15,13.17
1052,78,17,0.07563592307814933,0.014657980456026058,152.25,10,18,17,23,7.75,20.14
1053,218,29,0.06837947137014895,0.0055058499655884375,95.93333333333334,38,0,5,62,56.5,15.9
1054,50,7,0.0656280711971754,0.009036144578313253,65.6,8,0,2,12,58.0,13.88
1055,177,31,0.06871347958195598,0.0037285607755406414,73.55555555555556,28,0,2,56,42.35,16.09
1056,66,7,0.0683424894394712,0.007009345794392523,213.5,9,0,0,19,58.55,16.68
1057,67,13,0.06167774231107379,0.015904572564612324,71.0,13,0,6,23,51.8,13.44
1058,54,9,0.06603921568627452,0.021333333333333333,74.2,14,0,2,21,58.05,13.21
1059,76,7,0.06020849856191414,0.017467248908296942,34.30769230769231,21,0,4,26,78.8,7.78
1060,80,8,0.0703349623375286,0.007952286282306162,83.0,21,0,1,19,64.75,12.4
1061,53,10,0.06409349759928538,0.004975124378109453,79.6,14,0,0,18,40.7,14.81
1062,55,11,0.06289606519491577,0.014778325123152709,66.83333333333333,12,0,0,17,52.0,14.58
1063,55,12,0.06432668329177058,0.014962593516209476,79.4,11,0,1,16,44.7,16.77
1064,54,3,0.06697985175905627,0.01935483870967742,76.75,9,0,1,17,72.9,8.36
1065,68,7,0.06377020574067689,0.0136986301369863,86.8,12,0,0,23,66.95,13.09
1066,52,6,0.06644757704171349,0.005361930294906166,123.66666666666667,11,0,2,13,45.7,16.92
1067,80,12,0.06322271770815237,0.010752688172043012,68.875,15,0,3,25,55.55,13.32
1068,81,16,0.06579369696483381,0.011075949367088608,104.5,16,0,1,26,31.95,17.75
1069,63,6,0.06059308730770329,0.0196078431372549,91.0,17,0,1,24,58.35,12.45
1070,93,13,0.05587067109707438,0.01661631419939577,81.875,25,0,1,30,61.4,12.63
1071,52,8,0.06315702683761389,0.028795811518324606,94.75,7,0,1,15,55.85,14.43
1072,100,13,0.056466466767619024,0.012919896640826873,63.583333333333336,44,0,6,37,46.05,12.04
1073,124,16,0.07090496087944137,0.008284023668639054,104.75,17,0,1,37,53.35,15.23
1074,75,5,0.06102164167692816,0.01603206412825651,99.0,25,0,2,26,68.05,8.73
1075,123,17,0.0691662480400664,0.006165228113440197,115.0,15,0,0,30,57.1,14.19
1076,83,13,0.05988876257762664,0.009188361408882083,129.8,20,0,3,30,28.85,16.76
1077,125,17,0.0619762056769931,0.006749156355455568,97.88888888888889,29,0,1,40,54.95,13.24
1078,163,21,0.06923074586331864,0.006097560975609756,81.07142857142857,34,0,4,45,48.2,14.75
1079,94,10,0.06719318207170426,0.008955223880597015,94.85714285714286,22,0,1,29,45.35,17.49
1080,64,9,0.06929715261433383,0.01072961373390558,92.4,8,0,0,17,50.2,12.62
1081,65,8,0.07113539937280942,0.014388489208633094,51.25,15,0,0,21,71.25,11.1
1082,63,13,0.06408211671369567,0.010101010101010102,495.0,11,0,0,18,-11.71,35.36
1083,95,15,0.06297301276792662,0.007246376811594203,68.1,27,0,3,28,51.1,15.29
1084,135,23,0.06582344719320835,0.0032119914346895075,76.91666666666667,33,0,12,33,57.8,15.95
1085,56,7,0.07117849556873947,0.010810810810810811,91.75,6,0,0,18,54.85,14.89
1086,76,13,0.05700275978480926,0.011254019292604502,123.6,36,0,3,20,36.1,17.13
1087,72,14,0.06987003518795427,0.01348747591522158,73.28571428571429,10,0,0,25,52.7,15.23
1088,51,3,0.07348119575699132,0.016339869281045753,60.4,7,0,1,13,67.75,11.39
1089,140,23,0.06234687209414812,0.005958291956305859,125.0,23,0,3,47,51.35,17.0
1090,59,11,0.07397574661337535,0.006607929515418502,150.66666666666666,9,0,0,16,31.6,22.12
1091,77,13,0.06582602967291058,0.022684310018903593,131.5,14,0,2,25,49.55,18.11
1092,54,4,0.06852367688022284,0.008333333333333333,119.33333333333333,14,0,3,13,47.7,18.95
1093,63,14,0.05837206457925636,0.01171875,127.25,17,0,1,27,29.65,20.29
1094,169,19,0.06452812911348939,0.0049504950495049506,85.64285714285714,46,0,10,54,56.75,14.54
1095,79,7,0.06807980402984865,0.007518796992481203,105.6,17,0,2,21,60.75,16.53
1096,97,17,0.06311209996225589,0.005633802816901409,87.875,19,0,2,28,56.75,15.56
1097,77,17,0.06451733950404955,0.0088339222614841,93.5,11,0,0,29,50.2,15.51
1098,52,4,0.07000391849529781,0.009375,63.2,7,0,0,16,70.15,10.31
1099,72,15,0.05900005751002503,0.006462035541195477,154.0,36,0,8,22,21.45,22.38
1100,104,14,0.0628769442387049,0.006868131868131868,103.14285714285714,13,0,4,30,51.55,16.15
1101,77,12,0.06421305690044264,0.009140767824497258,90.33333333333333,27,0,5,20,63.7,13.23
1102,81,10,0.061592519802275016,0.01206896551724138,82.0,17,0,1,26,52.65,13.39
1103,50,4,0.06078252957233849,0.015873015873015872,157.0,17,0,3,13,69.7,11.48
1104,77,12,0.058043178462026626,0.006980802792321117,70.75,20,0,2,21,44.35,18.11
1105,87,8,0.06966816863381795,0.010452961672473868,70.875,17,0,3,24,66.05,12.24
1106,104,8,0.06968227091210784,0.002911208151382824,97.28571428571429,20,0,3,39,53.95,12.88
1107,61,9,0.05075878137319146,0.02050113895216401,61.857142857142854,19,0,3,28,56.65,12.09
1108,68,11,0.0618413892049671,0.014198782961460446,122.5,18,0,4,21,34.85,24.19
1109,52,11,0.06212094237730699,0.019464720194647202,205.0,10,0,0,14,31.15,24.25
1110,128,21,0.05778061065076925,0.0022346368715083797,67.92307692307692,25,0,3,44,56.05,15.43
1111,85,14,0.06622422957569053,0.01576182136602452,70.5,16,0,2,26,62.7,12.42
1112,95,25,0.05711405368171163,0.012150668286755772,117.0,36,0,4,28,21.65,21.73
1113,64,11,0.061616298504765785,0.010615711252653927,156.33333333333334,15,0,3,17,31.0,24.68
1114,121,18,0.06030464021890845,0.009389671361502348,70.08333333333333,24,0,1,43,52.0,13.99
1115,97,13,0.06561900246110772,0.0045045045045045045,82.375,30,0,2,30,62.6,11.85
1116,90,22,0.05989684074790457,0.0014184397163120568,77.44444444444444,17,0,1,34,45.85,17.41
1117,72,12,0.06578712292998005,0.014814814814814815,89.16666666666667,19,0,2,26,58.55,13.01
1118,60,14,0.05812833674604731,0.0064794816414686825,115.0,11,0,1,20,42.15,17.33
1119,53,4,0.06851457000710733,0.017857142857142856,83.25,7,0,0,18,55.55,13.62
1120,52,9,0.05826558265582656,0.01084010840108401,122.33333333333333,9,0,0,13,37.0,21.17
1121,152,19,0.06729403409090907,0.0068359375,67.33333333333333,22,0,4,49,63.0,11.52
1122,110,15,0.06517152925946348,0.014124293785310734,117.16666666666667,20,0,3,31,62.25,13.87
1123,159,27,0.06523023457862728,0.005212858384013901,75.8,33,0,10,50,51.6,13.62
1124,145,10,0.06915587558718993,0.008583690987124463,61.2,32,0,5,49,73.2,10.25
1125,181,23,0.06583823569376089,0.0033812341504649195,90.07692307692308,37,1,12,56,54.7,14.0
1126,119,13,0.0640385548852368,0.011842105263157895,94.125,26,0,3,38,65.75,12.36
1127,57,11,0.06971943054579863,0.013368983957219251,61.5,12,0,4,16,54.85,13.46
1128,96,13,0.06523784368475335,0.014263074484944533,62.2,18,0,5,31,62.7,12.3
1129,98,11,0.06840127614321163,0.01228878648233487,71.44444444444444,24,0,3,26,63.8,10.89
1130,57,8,0.0687535883918785,0.015306122448979591,97.25,11,0,5,15,54.55,13.44
1131,62,9,0.0622271433090794,0.013761467889908258,86.4,20,0,10,18,47.7,19.23
1132,63,8,0.0614801558058743,0.014492753623188406,82.0,14,0,6,20,73.8,10.75
1133,92,21,0.06230462946455103,0.014064697609001406,100.71428571428571,24,0,5,32,44.05,13.94
1134,76,7,0.06775598567047242,0.016563146997929608,68.14285714285714,15,0,3,22,67.85,10.87
1135,193,29,0.0628797712121263,0.004484304932735426,102.0,39,0,9,66,61.8,13.66
1136,58,8,0.059939615445733355,0.01839080459770115,86.2,19,0,5,15,48.5,12.7
1137,67,10,0.06096410615475878,0.022026431718061675,90.0,17,0,4,25,57.9,15.08
1138,78,15,0.060732556610108464,0.01486988847583643,76.0,16,0,4,26,57.75,12.65
1139,50,3,0.057564675606122176,0.024844720496894408,63.6,15,0,4,18,62.2,11.4
1140,68,14,0.0636604774535809,0.016194331983805668,54.0,16,0,5,21,53.3,13.29
1141,60,3,0.07064963389936127,0.030534351145038167,97.5,13,0,3,16,59.9,14.06
1142,68,13,0.06496812198492155,0.006024096385542169,98.8,13,0,3,20,43.55,16.03
1143,135,20,0.0651442183211641,0.01166489925768823,133.85714285714286,29,1,8,46,40.7,16.98
1144,54,8,0.06366099653770886,0.01643835616438356,365.0,11,0,5,14,41.85,18.21
1145,74,10,0.06039204736759984,0.012145748987854251,81.5,18,0,7,19,65.75,13.49
